快搭审批,6454705,公司/美团/核心本地商业/基础研发平台/研发质量与效率部/测试工具组
快搭审批,6116956,公司/美团/核心本地商业/业务研发平台/酒旅技术部/增长组
快搭审批,4182127,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/采购和法务研发
快搭审批,1235202,公司/美团/核心本地商业/基础研发平台/企业平台研发部/办公效率/办公效率后端/内容应用
快搭审批,856160,公司/美团/食杂零售/研发部/优选物流研发组/供应链研发组
快搭审批,622944,公司/美团/核心本地商业/基础研发平台/企业平台研发部/IT服务运营/IT效能
快搭审批,517054,公司/美团/核心本地商业/业务研发平台/闪购技术部/商家研发组/入驻系统组
快搭审批,319172,公司/美团/核心本地商业/业务研发平台/医药技术部/营销交易组/营销增长组
快搭审批,278149,公司/美团/核心本地商业/业务研发平台/闪购技术部/多渠道SaaS研发组/SaaS基建研发组
快搭审批,251535,公司/美团/核心本地商业/业务研发平台/业务系统平台部/供应链商品平台/门票组
快搭审批,190627,公司/美团/核心本地商业/业务研发平台/闪购技术部/多渠道SaaS研发组/SaaS基建研发组
快搭审批,138538,公司/美团/软硬件服务/骑行事业部/技术部/业务研发中心/库外运营研发组
快搭审批,118464,公司/美团/食杂零售/研发部/平台研发组/基础运营研发组
快搭审批,62250,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/外事和风险廉正研发
快搭审批,58448,公司/美团/食杂零售/研发部/平台研发组/财务研发组/快驴财务研发组
快搭审批,41313,公司/美团/食杂零售/研发部/小象研发组/供应链研发组/仓储研发组
快搭审批,41155,公司/美团/核心本地商业/基础研发平台/研发质量与效率部/测试工具组/研发环境组
快搭审批,31672,公司/美团/食杂零售/研发部/平台研发组/财务研发组/账务研发组
快搭审批,29277,公司/美团/食杂零售/研发部/平台研发组/劳动力研发组
快搭审批,27232,公司/美团/软硬件服务/骑行事业部/技术部/运营环境研发中心
快搭审批,23087,公司/美团/食杂零售/研发部/平台研发组/财务研发组/账务研发组
快搭审批,19802,公司/美团/食杂零售/研发部/优选商城研发组/营销研发组
快搭审批,18692,公司/美团/食杂零售/研发部/平台研发组/财务研发组/账务研发组
快搭审批,17106,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/行政研发
快搭审批,15384,公司/美团/自动车配送部/自动驾驶算法/高精地图和定位/动态地图服务
快搭审批,13697,公司/美团/食杂零售/研发部/小象研发组/供应链研发组/基础研发组
快搭审批,13355,公司/美团/财务平台/财务科技/财务研发/账务技术
快搭审批,11751,公司/美团/核心本地商业/业务研发平台/交易系统平台部/营销中心/招商研发组
快搭审批,10933,公司/美团/核心本地商业/业务研发平台/闪购技术部/物流研发组/仓配履约组
快搭审批,10453,公司/美团/核心本地商业/基础研发平台/企业平台研发部/办公效率/办公效率后端/基础服务
快搭审批,10314,公司/美团/食杂零售/优选事业部/研发部/测试组/测试工具链组
快搭审批,10292,公司/美团/食杂零售/研发部/平台研发组/劳动力研发组
快搭审批,10136,公司/美团/核心本地商业/业务研发平台/闪购技术部/商家研发组
快搭审批,9232,公司/美团/核心本地商业/基础研发平台/信息安全部/流量和身份可信/流量攻防/信息研发
快搭审批,9067,公司/美团/核心本地商业/业务研发平台/美团平台技术部/视频技术部/M26技术中心/商家后端组/开播方案研发组
快搭审批,9012,公司/美团/核心本地商业/业务研发平台/交易系统平台部/结算中心/结算平台组
快搭审批,7856,公司/美团/食杂零售/研发部/小象研发组/用户研发组/增长研发组
快搭审批,7429,公司/美团/金融服务平台/技术平台/微贷研发/微贷助贷研发
快搭审批,5037,公司/美团/核心本地商业/业务研发平台/成都研发中心/合作商研发组
快搭审批,4885,公司/美团/食杂零售/研发部/平台研发组/财务研发组/账务研发组
快搭审批,4784,公司/美团/核心本地商业/基础研发平台/计算和智能平台部/语音交互部/工程技术中心/对话机器人平台组
快搭审批,4747,公司/美团/食杂零售/优选事业部/研发部/平台研发组/基础运营研发组
快搭审批,4468,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/行政研发
快搭审批,4300,公司/美团/软硬件服务/骑行事业部/技术部/业务研发中心/交易服务组
快搭审批,3434,公司/美团/财务平台/财务科技/财务研发/内控技术
快搭审批,2962,公司/美团/核心本地商业/业务研发平台/闪购技术部/商品研发组/商货品基础组
快搭审批,2905,公司/美团/核心本地商业/业务研发平台/美团平台技术部/App技术部/平台技术中心/终端后台组
快搭审批,2836,公司/美团/食杂零售/研发部/平台研发组/财务研发组/优选财务研发组
快搭审批,2681,公司/美团/食杂零售/优选事业部/研发部/平台研发组/财务研发组/优选财务研发组
快搭审批,2479,公司/美团/核心本地商业/基础研发平台/信息安全部/安全技术/基础安全技术
快搭审批,2436,公司/美团/核心本地商业/业务研发平台/质效技术部/质量工程部/业务保障平台研发组
快搭审批,1970,公司/美团/食杂零售/优选事业部/研发部/平台研发组/基础运营研发组
快搭审批,1912,公司/美团/软硬件服务/充电宝业务部/技术组/前端组
快搭审批,1832,公司/美团/核心本地商业/基础研发平台/企业平台研发部/办公效率/办公效率后端/沟通平台
快搭审批,1784,公司/美团/核心本地商业/基础研发平台/计算和智能平台部/语音交互部/工程技术中心/语音引擎架构组
快搭审批,1774,公司/美团/核心本地商业/业务研发平台/闪购技术部/物流研发组/仓配履约组
快搭审批,1471,公司/美团/核心本地商业/基础研发平台/研发质量与效率部/产品研发流程管理组/研发过程管理组
快搭审批,1353,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/外事和风险廉正研发
快搭审批,1344,公司/美团/点评事业部/技术部/笔记业务研发/作者运营技术
快搭审批,1319,公司/美团/软硬件服务/骑行事业部/技术部/基础服务研发中心/IoT研发组
快搭审批,1289,公司/美团/食杂零售/研发部/平台研发组/财务研发组/小象财务研发组
快搭审批,1084,公司/美团/核心本地商业/业务研发平台/美团平台技术部/服体技术部/前端技术中心/通讯和数仓前端组
快搭审批,969,公司/美团/核心本地商业/业务研发平台/业务系统平台部/销售支持平台/到综组
快搭审批,932,公司/美团/核心本地商业/基础研发平台/计算和智能平台部/语音交互部/工程技术中心/语音引擎架构组
快搭审批,924,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/外事和风险廉正研发
快搭审批,888,公司/美团/金融服务平台/技术平台/风险研发/决策平台研发
快搭审批,879,公司/美团/食杂零售/研发部/平台研发组/财务研发组/账务研发组
快搭审批,873,公司/美团/食杂零售/研发部/平台研发组/劳动力研发组
快搭审批,825,公司/美团/核心本地商业/基础研发平台/信息安全部/安全技术/智能决策技术
快搭审批,821,公司/美团/食杂零售/优选事业部/研发部/算法组/供应链算法工程组
快搭审批,741,公司/美团/核心本地商业/基础研发平台/研发质量与效率部/产品研发流程管理组/工程效能组
快搭审批,736,公司/美团/核心本地商业/美团平台/平台产品部/游戏和小说部/QQ项目中心/后台和质量组
快搭审批,726,公司/美团/食杂零售/研发部/平台研发组/财务研发组/优选财务研发组
快搭审批,667,公司/美团/核心本地商业/业务研发平台/美团平台技术部/视频技术部/M26技术中心/商品导购组/流量策略组
快搭审批,611,公司/美团/财务平台/财务科技/财务研发/费控技术
快搭审批,565,公司/美团/核心本地商业/基础研发平台/研发质量与效率部/智能开发工具组/MCopilot IDE和插件组
快搭审批,548,公司/美团/核心本地商业/业务研发平台/酒旅技术部/增长组
快搭审批,538,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/行政研发
快搭审批,537,公司/美团/食杂零售/研发部/小象研发组/供应链研发组/订货计划研发组
快搭审批,502,公司/美团/食杂零售/研发部/优选商城研发组/展销交易研发组
快搭审批,488,公司/美团/食杂零售/研发部/小象研发组/供应链研发组/基础研发组
快搭审批,463,公司/美团/食杂零售/研发部/平台研发组/财务研发组/小象财务研发组
快搭审批,445,公司/美团/核心本地商业/基础研发平台/企业平台研发部/办公效率/办公效率后端/流程和TT研发组
快搭审批,435,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/行政研发
快搭审批,421,公司/美团/金融服务平台/技术平台/风险研发/信贷风险研发
快搭审批,365,公司/美团/核心本地商业/基础研发平台/数据平台部/商业智能平台/数据安全
快搭审批,353,公司/美团/金融服务平台/技术平台/微贷研发/微贷销售研发
快搭审批,339,公司/美团/核心本地商业/业务研发平台/医药技术部/终端研发组/赋能终端组
快搭审批,323,公司/美团/无人机业务部/软件产品研发/云端系统/公共服务
快搭审批,317,公司/美团/核心本地商业/基础研发平台/信息安全部/安全技术/风险解决方案技术
快搭审批,287,公司/美团/金融服务平台/技术平台/业务平台研发/支付保险营销研发/支付营销研发
快搭审批,285,公司/美团/金融服务平台/技术平台/风险研发/信贷风险研发
快搭审批,282,公司/美团/核心本地商业/业务研发平台/医药技术部/营销交易组/营销增长组
快搭审批,278,公司/美团/食杂零售/研发部/平台研发组/财务研发组/财务数据研发组
快搭审批,261,公司/美团/核心本地商业/业务研发平台/闪购技术部/供应链研发组/供应链计划组
快搭审批,239,公司/美团/核心本地商业/基础研发平台/计算和智能平台部/M17/IASA/FAA
快搭审批,231,公司/美团/食杂零售/优选事业部/研发部/小象研发组/用户研发组/营销研发组
快搭审批,213,公司/美团/核心本地商业/业务研发平台/业务系统平台部/销售支持平台/到综组
快搭审批,182,公司/美团/核心本地商业/业务研发平台/搜索和推荐平台部/到家工程组/搜索工程组
快搭审批,175,公司/美团/核心本地商业/业务研发平台/医药技术部/营销交易组/营销增长组
快搭审批,174,公司/美团/核心本地商业/美团平台/地图服务部/POI基础技术部/流程架构组
快搭审批,165,公司/美团/金融服务平台/技术平台/微贷研发/微贷交易研发
快搭审批,162,公司/美团/核心本地商业/基础研发平台/研发质量与效率部/产品研发流程管理组/持续交付组
快搭审批,158,公司/美团/金融服务平台/技术平台/大前端研发/技术平台前端
快搭审批,156,公司/美团/食杂零售/研发部/测试组/测试工具链组
快搭审批,145,公司/美团/核心本地商业/业务研发平台/医药技术部/终端研发组/医疗终端组
快搭审批,144,公司/美团/核心本地商业/业务研发平台/酒旅技术部/住宿研发组/住吧组
快搭审批,141,公司/美团/核心本地商业/美团平台/地图服务部/POI基础技术部/情报与审核工程组/审核工具组
快搭审批,135,公司/美团/核心本地商业/业务研发平台/美团平台技术部/App技术部/终端基础技术中心/标准组件和API组
快搭审批,132,公司/美团/核心本地商业/业务研发平台/交易系统平台部/拼好饭技术组
快搭审批,123,公司/美团/核心本地商业/业务研发平台/到综技术部/用户组/基础产品组
快搭审批,122,公司/美团/金融服务平台/技术平台/微贷研发/微贷架构研发
快搭审批,95,公司/美团/核心本地商业/基础研发平台/数据平台部/业务数据BP/到店数据/数据工程
快搭审批,88,公司/美团/金融服务平台/技术平台/业务平台研发/微贷联名卡营销研发
快搭审批,76,公司/美团/核心本地商业/业务研发平台/商业增值技术部/站外组/工程组
快搭审批,75,公司/美团/核心本地商业/业务研发平台/到餐技术部/用户体验研发组/系统架构组
快搭审批,75,公司/美团/食杂零售/研发部/小象研发组/用户研发组/增长研发组
快搭审批,69,公司/美团/核心本地商业/基础研发平台/企业平台研发部/ERP产研/ERP研发
快搭审批,69,公司/美团/核心本地商业/业务研发平台/业务系统平台部/公共产品技术部
快搭审批,67,公司/美团/核心本地商业/业务研发平台/搜索和推荐平台部/到店搜推工程组
快搭审批,58,公司/美团/核心本地商业/业务研发平台/到综技术部/商家生态组/商家工具组
快搭审批,54,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/行政研发
快搭审批,54,公司/美团/食杂零售/研发部/小象研发组/履约研发组
快搭审批,53,公司/美团/核心本地商业/业务研发平台/交易系统平台部/营销中心/供给选品组
快搭审批,52,公司/美团/食杂零售/研发部/平台研发组/AIoT/AIoT平台研发组
快搭审批,49,公司/美团/核心本地商业/基础研发平台/信息安全部/安全技术/智能决策技术
快搭审批,38,公司/美团/软硬件服务/骑行事业部/技术部/基础服务研发中心/IoT研发组
快搭审批,34,公司/美团/核心本地商业/业务研发平台/美团平台技术部/服体技术部/太平洋技术中心/信息平台组
快搭审批,28,公司/美团/金融服务平台/技术平台/风险研发/信贷风险研发
快搭审批,20,公司/美团/核心本地商业/业务研发平台/医药技术部/终端研发组/营销终端组
快搭审批,12,公司/美团/核心本地商业/业务研发平台/医药技术部/终端研发组/营销终端组
快搭审批,10,公司/美团/核心本地商业/基础研发平台/信息安全部/基础安全/终端安全防护
快搭审批,9,公司/美团/金融服务平台/技术平台/风险研发/风险数据研发
快搭审批,6,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/行政研发
流程工厂,122250024,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/CAP研发/采购和法务研发
流程工厂,24425494,公司/美团/核心本地商业/基础研发平台/企业平台研发部/办公效率/办公效率后端/流程和TT研发组
流程工厂,7722319,公司/美团/核心本地商业/业务研发平台/外卖技术部/企业技术组/企业管控组
流程工厂,6657118,公司/美团/核心本地商业/基础研发平台/基础技术部/数据库研发/数据通道
流程工厂,5418332,公司/美团/财务平台/财务科技/财务研发/费控技术
流程工厂,3999207,公司/美团/财务平台/财务科技/财务研发/资金技术
流程工厂,2718916,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/应用平台
流程工厂,2647437,公司/美团/核心本地商业/业务研发平台/美团平台技术部/视频技术部/M26技术中心/商家后端组/开播方案研发组
流程工厂,2067303,公司/美团/财务平台/财务科技/财务研发/税务技术
流程工厂,1793914,公司/美团/财务平台/财务科技/财务研发/税务技术
流程工厂,1749216,公司/美团/核心本地商业/基础研发平台/企业平台研发部/HR和CAP产研/HR研发
流程工厂,1712224,公司/美团/核心本地商业/业务研发平台/业务系统平台部/营销平台/优惠券组
流程工厂,1680750,公司/美团/核心本地商业/基础研发平台/企业平台研发部/办公效率/办公效率后端/内容应用
流程工厂,1663997,公司/美团/财务平台/财务科技/财务研发/税务技术
流程工厂,1470481,公司/美团/核心本地商业/基础研发平台/企业平台研发部/ERP产研/ERP研发
流程工厂,962913,公司/美团/财务平台/财务科技/财务研发/费控技术
流程工厂,891308,公司/美团/核心本地商业/业务研发平台/业务系统平台部/行业合作平台/商家对接组
